,PC1,PC2,PC3
GSM158797,10.756501070738485,0.27792006092880045,0.8156752070137743
GSM158798,11.32163403773798,1.2073726820990303,1.758257936006486
GSM158799,11.247913306757738,2.050714970119003,2.879781807417875
GSM158800,10.935117122645618,6.301719587968632,2.345156837423945
GSM158801,10.943403560389434,-5.239402301800323,0.8295904535126029
GSM158802,10.477109709182432,-1.0092678173996061,-0.7643761587566233
GSM158803,10.360848884300617,4.377872185808736,-0.08409643951186033
GSM158804,10.631028815294304,-3.6498778438604793,-0.3616736421325999
GSM158805,10.631003018268688,-0.7140968026270831,0.0747022522444568
GSM158806,10.535108300186625,-3.7228277227400954,-1.0689077102419369
GSM158807,10.48388285666695,10.23802492698307,0.507778820531987
GSM158808,10.392945636316869,2.518452864606368,-0.353025087712359
GSM158809,10.39122049417289,0.8902279846626905,-0.9812458497148696
GSM158810,10.479798445536517,-3.191039424200419,-0.8805547735533631
GSM158811,10.585569813624854,-3.239222531893801,-0.09838816792695593
GSM158812,10.675788908669881,-2.093579312910619,-0.8705853154568346
GSM158813,11.399075216606951,-0.18828495993476096,2.1556542133153958
GSM158814,10.641779712128576,-4.362506586328509,-0.5711259534366995
GSM158815,10.940018761355834,-6.563320670705834,0.24724240761365088
GSM158816,10.652572380379471,-6.666798221214513,-0.3580108928556774
GSM158817,11.281183918588562,-3.3077536102566096,1.4888489209596205
GSM158818,10.755273310737598,7.529743787456215,2.140633528371289
GSM158819,11.543357810953824,-5.593678656995122,2.4079185536351435
GSM158820,10.723418173676679,1.6732167703597798,1.4109070227326281
GSM158821,11.395520557336077,5.539812148747942,3.054094180514907
GSM158822,11.403378881640549,-5.843828929760706,2.0982756447147026
GSM158823,10.984461819032571,4.8753943170450595,1.718227805243529
GSM158824,11.177480689898628,-1.8991897858852749,1.8052968678595913
GSM158825,10.656831267979811,7.559724210926776,1.3369300138561107
GSM158826,11.785257370550982,9.418097129417689,3.9293492733718036
GSM158827,11.405428728924923,-4.489996363161405,1.8710923105781114
GSM158828,10.770950144546527,3.261142414332171,1.538968459244462
GSM158829,11.834657385711736,-5.709605332314282,2.7470394343039426
GSM158830,10.79216202704933,6.41520559995297,2.1500729855411715
GSM158831,11.85803544942125,-4.200335743321703,2.4487393412065566
GSM158832,11.441705966646605,5.743089034492523,3.585575971361877
GSM158833,10.370486821733882,-1.250589526687144,0.06197505462576419
GSM158834,10.676305928479902,11.53888273460377,1.5493239426685237
GSM158835,10.472786350575145,-1.7905341121501852,-0.31851244235097476
GSM158836,10.43927528693447,-2.5003587072883695,-0.3457263055421327
GSM158837,10.419657778169983,9.021581847842963,0.001359147709193927
GSM158838,10.65163441450601,-6.473914696432643,-0.8994502394324769
GSM158839,10.413068721972595,3.364680976816471,0.047814916744998374
GSM158840,10.38110456917854,10.003773366441447,-0.0709696080582219
GSM158841,10.76492907633854,-2.0060025969763626,0.5344633996647012
GSM158842,10.830306665267525,-3.8520536962948757,0.4064519953047623
GSM158843,11.526836629162233,1.312555755664883,2.7561758785759367
GSM158844,10.923362420903448,-4.5128256439355985,0.36994594645454726
GSM158845,10.467321910818287,-2.5930088389131316,-0.1380043665899097
GSM158846,11.296307996285533,-1.6454803035227383,2.2909520504948007
GSM158847,10.461374693127496,5.135365538970967,0.8659592682256511
GSM158848,11.50048402437105,-4.194419463141676,2.5277453857995247
GSM158849,11.108155444456772,-4.364275427072639,0.987261940154046
GSM158850,10.932721735658792,-5.889584406739997,0.5522872229498861
GSM158851,10.787964097221618,-5.211737610575347,-0.12026422988868343
GSM158852,10.750221826375435,11.839124529498626,0.9952916650718597
GSM158853,11.374905761357192,-3.5822998930894396,2.5703683825204373
GSM158854,10.945457254498443,-3.7984106088999874,1.215623450189713
GSM158855,10.925228711714565,-3.720957513276357,1.0810640645586478
GSM158856,11.691398912453032,-4.212108491175967,2.3396573133815406
GSM158857,11.144494350187085,-0.1342074890949304,1.8077399023860674
GSM158858,10.923391611023906,-3.549985173305918,1.0135190520191377
GSM158859,11.153843460472798,-4.978994023293458,1.30588501673741
GSM158860,11.731285983159037,-3.5865198579435567,3.1264601929747364
GSM158861,11.332750983107923,-2.930664721141701,1.8961071741770117
GSM158862,11.849065099624259,0.6381257208015366,3.594114842339218
GSM158863,11.746326959727712,-3.9275341076103816,2.0733191758991767
GSM158864,11.7196245946918,-4.814837818130324,2.8727282874717353
GSM158865,11.929481586771269,6.407142302150172,3.5093039565158364
GSM158866,10.481684090268251,3.482079515491819,-0.9962374694751558
GSM158867,10.805699624285559,2.408195542134839,0.13456007618921925
GSM158868,10.886595468654443,0.25103445396533897,-0.993672456073268
GSM158869,10.344049938161389,6.738701154880086,-0.5626112372456276
GSM158870,10.435646951079393,-2.909535472417486,-2.013084373560353
GSM158871,10.564280873666478,-5.823914308838985,-0.639263179201197
GSM158872,10.778254143251546,-6.602231977906239,-0.7286544627321311
GSM158873,10.638988992827976,-4.8925786225426195,-0.25551892320991976
GSM158874,10.621485904585942,-5.069071372029129,-0.9919035039904586
GSM158875,10.39290990787881,-3.4465511683214656,-0.6699580193787852
GSM158876,10.831099470652749,-6.486723459437668,-0.44251770709584637
GSM158877,10.424592525826512,4.412562375530363,-0.0877632381941822
GSM158878,10.573873658837499,-3.0327578893986233,-0.8753278753404549
GSM158879,10.855912581693504,-5.609485125733203,-0.8950422066047098
GSM158880,10.483392125045789,-5.2672978919786235,-1.323552587970347
GSM158881,10.769848305974069,-4.228634055680963,-1.3468070743485545
GSM158882,10.931293296787405,-8.670758737287066,-1.5468186089962113
GSM158883,10.377789421174274,6.911232228393962,-0.4733574782913014
GSM158884,10.36947508676976,4.791969436952401,-0.5214412138450472
GSM158885,10.498970498115105,-3.1750778700760467,-0.6508160510398514
GSM158886,10.496904071514164,-2.02503557431682,-0.6488157959388826
GSM158887,10.83514084488285,-4.734245919462662,-0.8631049563899309
GSM158888,10.32789892673272,7.959493798006952,-0.17292890007985992
GSM158889,10.6505894026493,-7.019052615519697,-1.1974450954066063
GSM158890,10.695396405407008,-6.835659318656956,-0.6945648551766075
GSM158891,10.802192426401788,-2.015376293504691,-1.092990119581999
GSM158892,10.629723118172869,-4.881840166714985,-0.6272784626404377
GSM158893,10.93163232898582,5.641912918014708,-0.2032647972453427
GSM158894,11.077895656893933,-8.888729639500708,-0.7886312534045673
GSM158895,10.78301319676364,9.838440437175025,0.3591262557085644
GSM158896,10.653035931905103,1.9603827604834132,-0.2338485679313835
GSM158897,10.494978514879516,1.4838061569585121,-0.19949595508188872
GSM158898,10.505081082331838,4.8960499073718955,0.0016276266541328586
GSM158899,10.513162817432319,-5.192682484882826,-1.2171209522768753
GSM158900,10.360508017923737,2.927626560787685,-0.177514321301805
GSM158901,10.588888778325863,-2.299026140561826,0.3869289224977682
GSM158902,10.64707621232476,0.939224364934038,0.7112366668533321
GSM158903,10.728495671065062,2.8970776794422166,0.5886543198885329
GSM158904,10.50683165206867,1.7781911975227305,0.4885158068219685
GSM158905,10.414896681290399,1.4990649003091674,-0.6810868555093753
GSM158906,10.304606247692961,0.7027959857120021,-0.8466203788878176
GSM158907,10.739343116548284,-3.7872668975502206,0.26135813903248956
GSM158908,10.65683496098933,-6.524707988786195,-0.5752604100186536
GSM158909,10.46199102972017,-2.2999711433701067,-0.206229490286168
GSM158910,10.861551591383634,-5.379769537700861,-0.059401030351402866
GSM158911,10.427319814591254,5.812118008322355,0.45090954936097816
GSM158912,10.590095685654681,-0.6740909849754222,-0.2651907150190594
GSM158913,10.556236785881502,-4.711574657523258,-0.11145024702750156
GSM158914,10.226742464209952,8.571322200305564,-0.8363437113128344
GSM158915,10.584593387269981,-0.4379937207157518,-0.518037494920521
GSM158916,10.860006639230237,-6.684403090473138,-0.48947699611543954
GSM158917,10.360113374365525,7.884671022122078,-0.6466019406489777
GSM158918,10.445334630665375,5.244481938890471,-0.07480920555110972
GSM158919,10.370109876199379,2.201811240579042,-0.6154192139320516
GSM158920,10.380166565323202,1.8616959747455273,-0.7626550576959265
GSM158921,10.643916768017379,-5.582188390329442,-1.251625104976625
GSM158922,10.311717945860337,-1.075284789891181,-0.9127550568361581
GSM158923,10.340645443094186,4.923667167124771,-0.668250187585767
GSM158924,10.397840942355149,1.1871735361900038,-0.9076489583127687
GSM158925,10.590067103250801,-3.8669017382291266,-0.8856744802489159
GSM158926,10.915075759099913,-6.605136014474309,-0.5973829265646275
GSM158927,10.839597271862743,-3.141951004522891,-0.6653143813817427
GSM158928,10.253457057172923,9.349112829223502,0.001902403088735958
GSM158929,10.546608270838892,-3.580603633248409,-0.408355470607633
GSM158930,10.410312917592123,-2.073544764362113,-0.7963856762015
GSM158931,10.451977495855902,3.7487883589257023,-0.513838989511048
GSM158932,10.419569566532857,1.1951222348365955,-1.11903738818544
GSM158933,10.523819523706491,-3.4103481360273062,-0.5427330076581792
GSM158934,10.677440491129524,-2.7446741161950037,-0.48428722064581164
GSM158935,10.684774930562947,-6.06681746291041,-0.8534004198143126
GSM158936,10.38990453498349,0.536444940205424,-0.9736634030574081
GSM158937,10.552830762331821,2.2042727190508034,-0.6535383897583367
GSM158938,10.649410167899598,2.102791776297577,-0.3583924066894367
GSM158939,10.377008538835454,3.587312511071367,-1.0779867199543258
GSM158940,10.43835695710066,0.43066740848801255,-0.5135102999456945
GSM158941,10.83119318669374,-7.202109472547507,-0.3282658140083611
GSM158942,10.437900613596677,9.247472519736569,-0.06891228978359172
GSM158943,10.645446306478288,0.37616954342480446,-0.1613039481591429
GSM158944,10.208149820700593,3.862335375778428,-0.8553774162141796
GSM158945,10.659272637782964,2.3321374781393045,0.9631536236411429
GSM158946,10.44175240447736,11.655224112401106,0.2264679122837305
GSM158947,11.255559904223801,-3.284045081251795,1.2874894049035046
GSM158948,10.898255345463511,-9.375258398025721,-1.3910566073959205
GSM158949,10.81202574092414,-1.9011795053356526,-0.6725167401717531
GSM158950,10.574312464157613,-0.28225747545480157,-0.7792301767444139
GSM158951,10.557880577345836,-0.0795503825140258,-0.17825153195909058
GSM158952,10.425983733119924,8.645937211399268,0.04337046896777309
GSM158953,10.597540202461845,-6.365766243222859,-0.5273069583563906
GSM158954,10.33163107906458,11.25830924724978,0.27892684012855845
GSM158955,10.767852742474327,-0.04824276891700532,-0.2506466724678094
GSM158956,10.862336392744457,-0.05549347968601462,-1.0950266030082803
GSM158957,11.184562109672363,-4.623342853466866,0.8710304778608781
GSM158958,10.479828900137301,-4.796546712102357,-1.889283505869941
GSM158959,10.171986990940612,5.07559056534937,-0.9284151694579815
GSM158960,10.340337133172872,-0.7193232993090858,-1.16399344537688
GSM158961,10.364577934441574,-2.408616196376429,-1.3298148718103129
GSM158962,10.530402878514892,-3.449789677644669,0.21060145320280257
GSM158963,10.746852234472058,3.676222131090199,0.9684639981778148
GSM158964,10.793815004531313,0.4086550064256278,1.1109820435363855
GSM158965,10.895054355593924,-7.010553180646269,-0.7145997408065237
GSM158966,10.403757405797895,-1.6405740230178991,-2.3228402504041084
GSM158967,10.755416530583611,-6.848337422321311,-0.10528762614380527
GSM158968,10.7490838462073,-2.723531581974888,0.4237521179454436
GSM158969,10.335925314534373,8.610350298752206,0.5533460568109476
GSM158970,10.565191350669439,-4.2082758494306685,-1.5742002276183507
GSM158971,10.73736094641259,-2.839771416892041,-0.3070240359316999
GSM158972,10.992880697743175,-2.4821977524614023,0.2743271220214652
GSM158973,10.771072083529004,-1.3525619729675564,1.0963858349302829
GSM158974,10.492985741082691,9.13949118793497,0.2784193804212575
GSM158975,10.771706450417526,-4.038761045337642,-0.4539730144725747
GSM158976,10.612062574047512,6.754371729871151,0.45427514621364085
GSM158977,10.698960843449608,-4.568840160153367,-0.004597802677860619
GSM158978,10.875000578320288,-7.499682252773089,0.26050859912804725
GSM158979,10.72860125438731,5.70473554942563,1.2752763235956712
GSM158980,10.341122976924318,9.368278597749395,0.7660433835819901
GSM158981,10.771001755900322,0.45858886892860157,0.6615707299528082
GSM158982,10.423215744257345,-2.375392279529155,-0.8221367889132859
GSM158983,10.5704142826127,-3.059124665142062,-0.3276341907664952
GSM158984,11.208957755809577,-3.322976702577872,0.29275269333326576
GSM158985,10.701851880527348,-2.1668529363494566,-0.18015231724787753
GSM158986,10.509015627178746,12.997164018574264,1.3209808582048852
GSM158987,10.273724206299134,13.413666196088059,0.35563690705220324
GSM158988,10.718734358447847,-5.979181445220861,-0.736205236213193
GSM158989,10.4464240327494,7.505416715252373,0.41495576357360275
GSM158990,10.983473358361909,-7.325358257356727,0.30274279248496627
GSM158991,10.585396072248916,-5.583906948830788,-1.8642652663821953
GSM158992,10.509144092770581,4.058676274940656,-0.29538660656676313
GSM158993,10.411843287394442,3.1750508996740434,0.03823832359123352
GSM158994,10.642497949925234,-2.9345474365645488,-0.2973474597342854
GSM158995,11.039506689280367,-6.1671496751490045,0.34835283411164636
GSM158996,11.017858477738395,-5.271185749821542,0.5335025052175373
GSM158997,10.756651206812663,-4.1491784417480995,0.4216563100658531
GSM158998,10.643313629971235,-2.554714308636911,0.9724472892325351
GSM158999,10.428654322999119,1.7856889099533588,-0.22470257036874638
GSM159000,10.979356353299233,-1.8769929162822658,1.1944561156132814
GSM159001,10.595291269827689,9.392250469943106,1.1919538340468245
GSM159002,10.980923158664165,-7.802366017996808,0.32363638948480916
GSM159003,10.409563385642254,-1.2891751105715847,-1.2383540240075699
GSM159004,10.293690390442892,7.675882600731968,-1.2439816503851584
GSM159005,10.250592654560222,-1.3842006085252399,-1.6274864086231338
GSM159006,10.373079494168264,1.7432048100832334,-1.228657134666632
GSM159007,10.32467278884262,11.216777009455233,-0.5568313749369358
GSM159008,10.732158492496685,2.949966994075248,-1.7785527021952594
GSM159009,10.372966170421003,7.355138904689292,-1.3077862376465446
GSM159010,10.736615311332656,-4.639947589289946,-1.6345898244238368
GSM159011,10.345670712771158,2.247793397192695,-1.900306839865264
GSM159012,10.247205617980358,6.934925575122239,-1.0792269676168125
GSM159013,10.490877113595053,-5.9940944987430855,-2.1269049426084137
GSM159014,10.43962856254015,-6.255489309848108,-2.811352551588259
GSM159015,10.358679164335891,-4.179806627369478,-2.1634343210418443
GSM159016,10.25948015163588,4.418338423372861,-1.4464949881555007
GSM159017,10.245630614185357,4.102845167934069,-0.9291526330891124
GSM159018,10.240564067656116,13.903489093281324,-0.5155753559342506
GSM159019,10.852706843208574,-2.6609037074325563,-1.61060158533737
GSM159020,10.580156097487844,-4.630297091049139,-2.1118589838826582
GSM159021,10.129382033526811,9.049129826493301,-1.1305803054824515
GSM159022,10.288377888027005,1.4746208184462954,-1.0442080840065169
GSM159023,10.359422152430179,5.472621538718386,-1.3715724136072096
GSM159024,10.291786721090196,-0.11769328744982083,-1.6350585361945404
GSM159025,10.348479794859648,3.0783890184041054,-1.177512225009218
GSM159026,10.203304131980705,11.449483810287786,-1.0102603480766132
GSM159027,10.343958241207554,-0.4434785995268788,-1.0419340837237339
GSM159028,10.403245024219082,6.491439945929441,-1.4107385344253662
GSM159029,10.362566104488527,5.769963414633784,-1.1870313127161833
GSM159030,10.34913680036271,8.256602112535735,-0.21359283602945917
GSM159031,10.198726557000136,3.0601699563299585,-0.9495669570973764
GSM159032,10.32920723311949,-2.7869069474319996,-1.9379771776253196
GSM159033,11.072516821764879,3.298942218960892,-0.025891239111443597
GSM159034,10.576459853376067,-3.8919108312988735,-0.9300425279938425
GSM159035,10.41762472571355,4.218743596278376,-1.9241334846408469
GSM159036,10.607363565498556,2.4362032998248297,0.442435837599685
GSM159037,10.53708024040243,-4.496127118792861,-0.5518216250072413
GSM159038,10.664477338530421,-4.174118797265435,0.44244825089335144
GSM159039,10.508907380488834,0.4727418671660706,-0.1640205707363391
GSM159040,10.55958533382326,0.3803256826397231,0.15899570995308765
GSM159041,10.396156852190815,-3.1308956370255037,-1.5325503042094515
GSM159042,10.452249650128103,-3.8394178446843554,-2.0337521885138488
GSM159043,10.190504550007848,-4.77636536469499,-1.8935096966516258
GSM159044,10.537115262549438,-5.0614852207001935,-2.119581792070106
GSM159045,10.699399876028016,-5.9270093610348935,-1.4434365722469262
GSM159046,10.57288666216723,-3.763157985544632,-1.387161249676842
GSM159047,10.08817137189188,7.770046597468128,-0.997514589440842
GSM159048,10.298899882016013,-2.882135669221473,-1.8739384101824095
GSM159049,10.326189642310766,-1.0433862589494909,-1.9362056140519834
GSM159050,10.446179640680823,-5.2925044236367444,-1.953893713625925
GSM159051,10.501038886747823,1.5372041471789815,-0.7593502837160964
GSM159052,10.316494308718736,-0.6741696122730833,-2.0232616763937648
GSM159053,10.367657115214197,0.9179472407067244,-1.4411115205577523
GSM159054,10.168455038518086,7.959026693910614,-1.3352857197012191
GSM159055,10.500051689999673,-5.040728100103533,-2.3192381340774797
GSM159056,10.325491512649052,-2.8796575230408,-1.8523537465195647
GSM159057,10.24785240334763,-2.175625149519777,-1.5399745979878552
GSM159058,10.389962431940598,-5.251699851937426,-1.7362429929305414
GSM159059,10.219035023776305,5.913825566507786,-1.1781046679885518
GSM159060,10.465314536563826,2.492856781338663,-1.329150729433387
GSM159061,10.09346127722476,11.682908661958908,-0.951885826978646
GSM159062,10.335588910613701,-2.5148740932344347,-1.5062529687501842
GSM159063,10.248331577685837,-1.5438539346441749,-1.6537948399469073
GSM159064,10.329701798172744,7.29708022687035,-0.8933361488321402
GSM159065,10.342864333716124,-4.7408667291954965,-2.30449402241554
GSM159066,10.379422201149948,-4.824619876942108,-2.4469753871417814
GSM159067,10.537323500801289,-5.938483762600658,-1.9717763675354112
GSM159068,10.380095359700878,-4.0176620446151485,-2.116114524306067
GSM159069,10.55740066861435,0.4695089961784491,-1.6538183833598747
GSM159070,10.423410740606847,-4.416998330212566,-1.4725744189810863
GSM159071,10.67330059333102,-3.866005161815625,-1.9200317095239718
GSM159072,10.305393786326096,1.4685924413950222,-1.0162358886446738
GSM159073,10.271785881042906,0.08527893788109153,-1.570050733673853
GSM159074,10.660770052161833,-5.967526465931135,-2.3488498258792863
GSM159075,11.08954771573617,0.2975606770159081,2.417775511975278
GSM159076,10.39559350211405,8.902349492958063,0.8221306127314634
GSM159077,10.517423266172338,-3.2305981817117884,-0.27674228236242326
GSM159078,10.212777378238533,12.386811904788948,0.22150392265343047
GSM159079,10.587707893385838,-4.544188317935682,-1.4725333145644222
GSM159080,10.134376688489013,9.439277013848287,-0.34231278577387036
GSM159081,10.427140212084112,-4.286579898241424,-1.7080850254106517
GSM159082,10.42308668369799,-2.1721198898965417,-0.14688584019097736
GSM159083,10.40368356242979,-1.0606797741475718,-0.008934434738882684
GSM159084,10.560180078984535,1.4965624402117976,0.23984095509227354
GSM159085,10.834611332226604,-3.658175680250556,0.6666788930265881
GSM159086,10.851253054320926,-6.03373614893864,-0.027467814397277898
GSM159087,10.941564395245551,6.918707373068722,2.113936504581879
GSM159088,10.343934618584857,1.0229713866666865,-0.7779947164085074
GSM159089,10.762397197243121,3.474325072376526,1.4224077573785177
GSM159090,11.0632966598037,-4.492127929029978,1.0110758903670594
GSM159091,11.46996661939913,-0.3372259287306146,2.11740978955187
GSM159092,12.137627100528572,-3.9953085721380632,3.5002426435617457
GSM159093,11.014795569357618,-2.8317477416054677,1.790764084794814
GSM159094,10.668737948113707,1.6345250540886471,0.7088017182165269
GSM159095,10.46333509565486,-1.1036307246306463,0.017884582220935977
GSM159096,10.327937922028529,5.65280493837792,-0.47524683999048123
GSM159097,10.869871890004243,-2.1636477785021393,0.8172401276960176
GSM159098,10.55490969677832,6.839748564525252,-0.41405742127697076
GSM159099,10.806945143240306,-4.498692705129761,-0.4565857396276112
GSM159100,10.683687405384307,-5.047208035721378,0.16599900955804553
GSM159101,10.861962991360894,-6.851078518749722,-1.605650017672781
GSM159102,11.09576128568719,-5.0772070618439935,1.275150093557616
GSM159103,10.709059736154247,-1.4523699054632428,1.4073853890040815
GSM159104,10.200759550044351,12.963248570697326,-0.24642682842768024
GSM159105,10.539593130078144,1.069694130984083,0.45706321823848217
GSM159106,10.901993194986158,-5.403083461180373,0.9296633059269905
GSM159107,10.27597891900749,10.310530577887384,-0.9402989575347529
GSM159108,10.361899485534428,-4.769587828130323,-1.5977553483727198
GSM159109,11.129608568640846,-4.307137382425646,-2.278317872113773
GSM159110,10.372738257083931,-3.4648234934204236,-1.8498675400862137
GSM159111,10.540375858081873,-3.0215287572353393,-1.7403311881040127
GSM159112,10.223340253754268,-0.6887521999919676,-1.779296744115302
GSM159113,10.440929136766957,-2.938342587735069,-1.348610884507946
GSM159114,10.245295632475624,4.50941794985206,-1.8457027341815577
GSM159115,10.296866541082444,12.946536768044696,-0.8742886361342099
GSM159116,10.452865398857881,-1.7750457088918532,-1.8850467113984994
GSM159117,10.415338345215748,2.8596472806508806,-1.5594150215844205
GSM159118,10.46587332385532,-1.2800931683275325,-1.1363690011192211
GSM159119,10.268113653162297,8.512068904994527,-0.8883748388963166
GSM159120,10.206091705943082,2.4794505199062447,-1.1011413975332571
GSM159121,10.55032677475208,-7.292137655616549,-1.893463426007756
GSM159122,10.17631472246801,12.07638996218556,-0.7207336951145209
GSM159123,10.270911386765196,10.703929115174398,-0.9120943582836252
GSM159124,10.298308225357141,2.7374494083371874,-1.1567020942907045
GSM159125,10.411798192282212,2.309449524997981,-1.3187352383080144
GSM159126,10.61802560899094,-5.974290521206196,-1.3933032776035226
GSM159127,10.509907327274334,-4.172406663353479,-1.8520725476981708
GSM159128,10.435371368073934,7.001037595804258,-1.6106044352935802
GSM159129,10.328533180123836,-0.07386044402645467,-1.0048020877860409
GSM159130,10.412915534235553,-3.315441820724215,-1.5710185386627291
GSM159131,10.707801566876563,3.8916775821085987,0.7836245378992213
GSM159132,10.722591094019615,1.863478198846945,0.8469348934392207
GSM159133,10.815521940591038,-0.29911666432909717,1.0614966005895163
GSM159134,11.383638921519532,-5.228978404517927,1.7349516514332721
GSM159135,10.57617056020028,-7.414110909942255,-2.606356289747853
GSM159136,10.622807447723096,-3.841568128961685,-2.176141163482653
GSM159137,10.215196773830655,-0.706654103042811,-1.5012308354581012
GSM159138,10.289651814358312,6.281874763407906,-0.7084373917530351
GSM159139,10.445581566384528,-2.4271391540112788,-2.8018094248396954
GSM159140,10.283918073116894,7.02106459406961,-1.2238469139595218
