,Cluster_0,Cluster_1,Cluster_2,Cluster_3
1555880_at,4.91376554226416,1.4468525000000003,2.4061916666666665,5.084137766864259
1553906_s_at,9.637465372320753,8.9007675,8.478369444444446,7.82388723770198
1556448_a_at,4.906890596000009,0.8456774999999999,2.067438888888889,4.906890596000023
1554071_at,4.906890596000009,1.5452049999999997,1.736552777777778,4.906890596000023
1558128_at,4.907918889911959,1.3636125000000001,1.7767972222222221,4.913278315337771
1553180_at,4.906890596000009,1.1995,2.507922222222222,4.906890596000023
1554697_at,4.906890596000009,1.105445,1.7772361111111115,4.906890596000023
1555230_a_at,4.909177629622651,1.0867675,2.4182,4.910424571218567
1552316_a_at,7.645420032308177,6.75059,6.873805555555557,6.172588879198682
1553545_at,4.906890596000009,1.1213250000000001,1.5994222222222225,4.906890596000023
1554210_at,4.908670054886802,1.5202149999999999,1.565186111111111,4.907198905284791
1555560_at,4.926159488371078,1.1904424999999998,3.083213888888889,4.925403608112607
1559034_at,8.277526386867928,7.417900000000001,7.18736111111111,6.738753938645699
1552457_a_at,4.906890596000009,1.1014574999999995,2.101713888888889,4.908040430066248
1555613_a_at,6.117487701433966,6.597835000000001,6.637927777777779,6.7162068025629145
